taxon_name,beta,se,W,p_val,q_val,Kingdom,Phylum,Class,Order,Family,Genus,Species
91f7be86c9b3c6d17646417a507a2c9d,1.6570785938911583,0.6863351371304877,2.414386943409704,0.01576171363700495,0.12160527408682627,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Pseudorhodoplanes,Genus__Pseudorhodoplanes
a0e815bbc2456bba178005b7d28be07b,1.3194346187293517,0.5472870003893049,2.410864167778132,0,0,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Family_Microbacteriaceae,Family_Microbacteriaceae
b3a582b20bd5a2ded2a2d675cc0af2bf,0.9965697257414572,0.4150266405179364,2.4012186892334877,0,0,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,env.OPS 17,Family_env.OPS 17,Family_env.OPS 17
f7f616db0ee1548d4da62e4c24f9b6e8,1.0664899987035459,0.4446237324999882,2.3986348922649428,0.01645631399100917,0.12449094675016677,Bacteria,Planctomycetes,OM190,uncultured soil bacterium,uncultured soil bacterium,uncultured soil bacterium,uncultured soil bacterium
ffa2f2e80ef126070d615d522773613c,1.4028680248861523,0.5876312548661016,2.387327109082739,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,uncultured,Genus__uncultured
f92e8db153bbc40be6b97097ba56903f,1.4533446798368637,0.6104275320450154,2.3808635809200167,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Pseudorhodoplanes,Genus__Pseudorhodoplanes
8f6254e7a69ad65aa8582d3d7dd4ce54,1.8991630960059418,0.8028189659257166,2.3656181239017564,0,0,Bacteria,Nitrospirae,Nitrospira,Nitrospirales,Nitrospiraceae,Nitrospira,Genus__Nitrospira
4b1ce3b2cd6d5cd47be75c4a9c8819f7,0.8760272706463228,0.3704263127437543,2.364916423343615,0,0,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Microscillaceae,uncultured,Genus__uncultured
91dd30b8f712376d9122450985785829,0.8930042354241444,0.379423193343794,2.35358367935878,0.018593422391698564,0.13371195732301747,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Microscillaceae,uncultured,Genus__uncultured
bfdc1e3c34e9f7cf117e1de7423173fa,0.821765851989219,0.3535996096567418,2.3240010156882,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,uncultured,Order_uncultured,Order_uncultured,Order_uncultured
2d04edd39b767a6c6d7b2314364c462b,1.1298312655714173,0.4956598520724298,2.2794488212983555,0,0,Bacteria,Verrucomicrobia,Verrucomicrobiae,Opitutales,Opitutaceae,Opitutus,Genus__Opitutus
5470da3c60c08f6bb97f37fcce26db67,1.0794047441944858,0.47644470654274257,2.2655404276123505,0,0,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Undibacterium,Genus__Undibacterium
f228ceb50d83a3ad444c60bf103bac6e,0.7636271693487136,0.33896131909483673,2.2528445764487395,0,0,Bacteria,Proteobacteria,Gammaproteobacteria,JTB23,Order_JTB23,Order_JTB23,Order_JTB23
8c5ee873857ad27abe4c8d89e9d56ec6,1.1234803307003118,0.5047720839569961,2.22571803474779,0,0,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,env.OPS 17,Family_env.OPS 17,Family_env.OPS 17
c0dedafe230fa95d12306f9cda4f57f9,1.4060693616298905,0.6493240639017938,2.16543547328403,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Pedomicrobium,Genus__Pedomicrobium
accc1c52a96741283e20129f698620af,0.397295521145918,0.19038379307541448,2.0868137708998264,0.03690497183730041,0.22392860515861968,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Chitinophagaceae,Ferruginibacter,Genus__Ferruginibacter
524dca0bf444544cddd421eeecd94139,0.6844162244998098,0.32960023116144216,2.0765040791630223,0.03784735424634685,0.22773934439301755,Bacteria,Chlamydiae,Chlamydiae,Chlamydiales,Parachlamydiaceae,Neochlamydia,Genus__Neochlamydia
58fdd1268dbfe3d60498eb308f387f6d,0.59475764115489,0.2865369135715359,2.0756754644333277,0.03792397666287159,0.22773934439301755,Bacteria,Acidobacteria,Thermoanaerobaculia,Thermoanaerobaculales,Thermoanaerobaculaceae,Subgroup 10,Genus__Subgroup 10
eb5cd5b6cd97f8cfc7850e77eba1af8f,1.1170341262393804,0.5387352512052899,2.073437971137561,0.03813153822958329,0.22781149762802325,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Schlesneriaceae,Planctopirus,Genus__Planctopirus
5a4a59ff2e8b2448f509dc65c83055b0,0.5830509171929092,0.28399382574582743,2.0530408210872015,0.04006861862766188,0.23575727626881865,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio,Genus__Bdellovibrio
85d37860b0b1b0513eba017f66ce8058,1.1521280095116562,0.56352538757601,2.0445006292751162,0,0,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Rheinheimera,Genus__Rheinheimera
e85e5f30fd6f47bd72a11ea881d49ca3,0.9829695055733816,0.4869689567896342,2.018546545664131,0,0,Bacteria,Verrucomicrobia,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,Family_Pedosphaeraceae,Family_Pedosphaeraceae
685b7154f518b316eea4a11c57767ae8,0.5882198078190086,0.29608343387244307,1.9866690956861235,0.046959078698421614,0.26428660233652745,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,TRA3-20,Family_TRA3-20,Family_TRA3-20
1e5cb97d90100c16b974323601d937aa,0.2553672588604001,0.1289803301490704,1.9798930469883018,0.047715547868048935,0.2647076822203667,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Phaselicystidaceae,Phaselicystis,Genus__Phaselicystis
2d0b8f430566d0a8e23be64cffd3bf4c,0.7108842163320339,0.36397158805901025,1.9531310675183227,0.05080406650958811,0.27492038627699156,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Chitinophagaceae,Ferruginibacter,Genus__Ferruginibacter
17d0b5cb9017661ce73c1e3a8c4fd9cf,1.2591485829426217,0.6458751551468265,1.9495231747323987,0,0,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Undibacterium,Genus__Undibacterium
7092bce3cfb8d54e5ba1d92d0b593fe4,0.17770217947490385,0.09155143437225946,1.9410092336985656,0.05225715738245266,0.27798898790208837,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Family_Burkholderiaceae,Family_Burkholderiaceae
cbd4dd8ae8db5d53ae8a77c06eb2ee9a,0.5528360599169492,0.28836053997815814,1.9171695959468786,0.055216389306760684,0.28677715111571667,Bacteria,Verrucomicrobia,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,Family_Pedosphaeraceae,Family_Pedosphaeraceae
7c9bf0232dc68f1ebfccbf8a484806e9,0.21169189015794704,0.11064847443286681,1.9131930308391716,0.05572334538086144,0.28677715111571667,Bacteria,Proteobacteria,Alphaproteobacteria,Reyranellales,Reyranellaceae,uncultured,Genus__uncultured
226ccc778a0aef549383f0f292cfc1e9,0.8123221616743976,0.426738808345956,1.9035582088794938,0.05696774594061117,0.28981407869350223,Bacteria,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,uncultured,Genus__uncultured
1699f7592d43fcbe1f2088c07e7db4d5,0.3063901011352616,0.16245200360482828,1.8860346092164497,0.0592902910103118,0.29901813431607466,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Pedomicrobium,Genus__Pedomicrobium
d3606e75fc8e24d437926239a90dc73b,0.6095944625576147,0.3268631598402554,1.8649836918162812,0.06218369015117546,0.3078215071345008,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Rhodovastum,Genus__Rhodovastum
4e5cc1a2da778498a7c054bdfcacf797,0.7273312015734834,0.3912496406639882,1.858995193808057,0.06302781963602175,0.30982029483529677,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Nitrosomonadaceae,Nitrosomonas,Genus__Nitrosomonas
bac326b8f331ec7726db0bb72eaf43fa,1.0599537406558044,0.5725300051918406,1.8513505511394817,0.06411913802575261,0.3125472627615138,Bacteria,Proteobacteria,Alphaproteobacteria,Tistrellales,Geminicoccaceae,Candidatus Alysiosphaera,Genus__Candidatus Alysiosphaera
c88c09421f05724c080c70358e936df8,1.1922999392536626,0.64640017883165235,1.8445229105733025,0.06510697008090573,0.3126470484451117,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Chitinophagaceae,uncultured,Genus__uncultured
1c724310039fed399ba5ec14c8125fd5,0.5659230638787696,0.311529961057441,1.8165927346372397,0.06927949673941473,0.32413901084906893,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Microscillaceae,uncultured,uncultured Bacteroidetes bacterium
e6bfa8071e07200c67a9b59d48c58c6c,0.8086788480273988,0.44718451437946527,1.808378470237415,0.07054761643173298,0.3287518925718757,Bacteria,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,uncultured,Genus__uncultured
440c9669d2fc64565f9c88bf454bcb0a,1.012267440524927,0.5642321438843843,1.7940619858275015,0.07280327570005678,0.3361194486991063,Bacteria,Proteobacteria,Alphaproteobacteria,uncultured,Order_uncultured,Order_uncultured,Order_uncultured
5cf67f588c563c51b5b138ff8614375d,0.9729814220515395,0.5438565134561523,1.7890406715336413,0.07360826571781229,0.33701001726807356,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,env.OPS 17,Family_env.OPS 17,Family_env.OPS 17
fa4ab9c0e700d80014fa7281d3a30697,0.6555682304379326,0.3666363574719895,1.7880611594501152,0.07376614111876288,0.33701001726807356,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Pedomicrobium,Genus__Pedomicrobium
d333b66d86833a066c6c0a717f877403,0.3537516744471651,0.19860186761999057,1.7812102105909788,0.07487811623535943,0.33805341319362403,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Family_Burkholderiaceae,Family_Burkholderiaceae
f8c87f8927a843f08cafec5379f0f6fe,0.919382563532698,0.5166475721522701,1.7795158887570093,0.07515522233231642,0.33805341319362403,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiales Incertae Sedis,Bauldia,Genus__Bauldia
8654f45335282090cdfbbc7e09496f1c,0.6332714864976936,0.35945186605363505,1.7617699233287636,0.07810817833533094,0.3473130830559563,Bacteria,Proteobacteria,Alphaproteobacteria,Sneathiellales,Sneathiellaceae,Taonella,Genus__Taonella
f07ffb185f196d4ba966d71bdf3908bf,0.8031158636700884,0.45972360729502676,1.7469537150714347,0.08064536711782638,0.3551709322419882,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Phaselicystidaceae,Phaselicystis,Genus__Phaselicystis
7c1d0fb5e7bd6201bf5c70739a26e8d7,0.7628305671290974,0.4368715757644333,1.7461208498042118,0.08078995454431491,0.3551709322419882,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,uncultured,Burkholderiales bacterium KMB9
a25a9d4fcd118da72080a5bdf4b9ce0c,0.2611935098833883,0.1502491949772354,1.7384020588127764,0.08213999418735814,0.3558549347380462,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Nitrosomonadaceae,uncultured,Genus__uncultured
b2a0a3b0328b6b600885d4f9f3da0231,0.6267293979103415,0.3605526283386609,1.7382466487573773,0.08216736261333427,0.3558549347380462,Bacteria,Acidobacteria,Acidobacteriia,Solibacterales,Solibacteraceae (Subgroup 3),Paludibaculum,Genus__Paludibaculum
f5c35aeb6762376b102d4249323901d1,0.8186092963721122,0.47284564301006005,1.731240011351222,0,0,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Genus__Bacillus
e5de0c006d13538fe48d40aa9eb771b0,0.8334725759512001,0.48346682672552416,1.7239498759330238,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,A0839,Family_A0839,Family_A0839
f6fc5161f43562a6f5cd8f49dd917001,0.9678025488411499,0.5687118900605983,1.701744883051464,0.0888032027038524,0.3755113513956952,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Family_Burkholderiaceae,Family_Burkholderiaceae
8f8efceef122be61f1b8a6bd76673930,0.6911465931220816,0.40634243424866195,1.7008969156766267,0,0,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,uncultured,Genus__uncultured
5b4851e2b2eb25cf43ce8a06e927f0a6,0.4499649079222645,0.26500170326744776,1.6979698710394562,0.08951344847155246,0.37562956828553007,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Chitinophagaceae,Terrimonas,Genus__Terrimonas
8969ca84325d1f2d9eb295dffe1c37c4,0.53824159015083894,0.31711166191505175,1.6973251216949055,0.08963521028616082,0.37562956828553007,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Nitrosomonadaceae,Nitrosomonas,Genus__Nitrosomonas
a0c4c32e6a1edc1918176c7638a9e6e4,0.18515620855033715,0.11150251609467914,1.6605563267569416,0.09680258642519866,0.4016564104652709,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Chitinophagaceae,Ferruginibacter,Genus__Ferruginibacter
adc96c3cd1b07782edd1a9d5f681772d,0.23883301557595957,0.14485874176757926,1.6487304298083627,0.09920287315912041,0.4083793188352483,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Pedomicrobium,Genus__Pedomicrobium
37dc4fec55afcdc2d7b6e45c7b68cf1e,1.732738250071893,1.0576186577059896,1.638339336628441,0.10135092617737673,0.4128455559323213,Bacteria,Nitrospirae,Nitrospira,Nitrospirales,Nitrospiraceae,Nitrospira,uncultured organism
45cc7cdc94bacaf1d962ab5066916c1d,0.30626665472911235,0.19459235888668833,1.573888391514141,0.11551325411074916,0.45617946114922975,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Nitrosomonadaceae,Nitrosomonas,Genus__Nitrosomonas
e555355918f55c59faecc79096ede7ac,1.1319396990668618,0.7281026791734511,1.5546429527657422,0.12003112804574531,0.4661208805776443,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,SC-I-84,Family_SC-I-84,Family_SC-I-84
8eb60c99cac436841c4ac8b24b3d39bb,1.0739481783530738,0.6964325670165487,1.5420705883324302,0,0,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Undibacterium,Genus__Undibacterium
a3d4598722fce87f684d738e56941a5a,0.9873542139071831,0.6494690885176937,1.5202482017437606,0.12844860704008762,0.47512540759079763,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Hyphomicrobium,Genus__Hyphomicrobium
7a7ad3c9baaaf455b25a151253364a89,1.052075931793076,0.701819569824985,1.4990689587858537,0.13385574342641512,0.49066405334704066,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Devosiaceae,Devosia,Genus__Devosia
f03e16de6cab24ccfcb9fa134bd31b76,0.8611904492435977,0.5745966948319776,1.4987737607774183,0.1339323338749862,0.49066405334704066,Bacteria,Chloroflexi,Chloroflexia,Thermomicrobiales,JG30-KF-CM45,Family_JG30-KF-CM45,Family_JG30-KF-CM45
b00bc76fad205cc10a70b58399596694,0.9541603280255944,0.6387102552140956,1.4938860308509685,0,0,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Family_Microbacteriaceae,Family_Microbacteriaceae
28c3d2b5a2f8658b206646a42a6e109e,0.26776056840448825,0.18092673414981966,1.479939212204893,0.13888946987224365,0.5009480879292999,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Chitinophagaceae,Ferruginibacter,Genus__Ferruginibacter
9ba3453a32a80d93509faff41800cae9,0.9272602488790243,0.6290218055764132,1.4741305319762579,0.140446449318342,0.5050003501724334,Bacteria,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Gemmatimonas,Genus__Gemmatimonas
2d3d9c638f96931aa482a62f3ffcd3c5,0.8032035524053,0.5474500606491493,1.467172277692117,0.14232919623735085,0.51019542651235,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Family_Burkholderiaceae,Family_Burkholderiaceae
91a37720705db8e756816abac0004f25,0.6078222338930938,0.4187288098306467,1.451589237766862,0.14661585299639396,0.5191716375100273,Bacteria,Planctomycetes,Planctomycetacia,Gemmatales,Gemmataceae,Telmatocola,Genus__Telmatocola
80cc1db59e02c08af678dd87116e3789,0.691529675510531,0.47867011384097785,1.444689475099063,0.14854512752589125,0.5223214600976327,Bacteria,Actinobacteria,Thermoleophilia,Gaiellales,uncultured,Family_uncultured,Family_uncultured
ecc6469bfd2a87d0eadc5004852fa4e5,0.7628528727580368,0.5294105442132959,1.440947637134119,0.14959947652148198,0.5223214600976327,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Nitrosomonadaceae,oc32,Genus__oc32
671ca6ed9d4ea26b0f2d0e17a44d28dd,0.9008723129898742,0.6318421582413819,1.4257869647338648,0.1539298447063135,0.5353082659189708,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Hyphomicrobium,Genus__Hyphomicrobium
36e0b382512d1bc49e2627d51b55b0bb,0.23795834957892126,0.16830109886819702,1.4138847053237333,0.1573957573710671,0.5428970682795392,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Chitinophagaceae,Ferruginibacter,Genus__Ferruginibacter
